RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;KUNDENGRUPPE;FAKTURADATUM;LEISTUNGSDATUM;WARENAUSGANG_NR;WARENAUSGANG_DATUM;LIEFERART;BETRAG_EUR;WAEHRUNG;STORNO_REF;BUCHUNGSTEXT;BEMERKUNG
SI10073255;Rechnung;800291;ALPEN TECHNIK;C-DOM;16.12.2025;16.12.2025;DN10075485;16.12.2025;Warenlieferung;3700,95;EUR;;;
SI10073256;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN10075484;16.12.2025;Warenlieferung;3951,99;EUR;;;
SI10073257;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075483;16.12.2025;Warenlieferung;6527,42;EUR;;;
SI10073258;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075482;16.12.2025;Warenlieferung;2725,91;EUR;;;
SI10073259;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075481;16.12.2025;Warenlieferung;6091,99;EUR;;;
SI10073260;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN10075480;16.12.2025;Warenlieferung;2681,78;EUR;;;
SI10073261;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.12.2025;16.12.2025;DN10075479;16.12.2025;Warenlieferung;3914,93;EUR;;;
SI10073262;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075478;16.12.2025;Warenlieferung;2622,13;EUR;;;
SI10073263;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075477;16.12.2025;Warenlieferung;4948,02;EUR;;;
SI10073264;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075476;16.12.2025;Warenlieferung;5483,52;EUR;;;
SI10073265;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075475;16.12.2025;Warenlieferung;3351,80;EUR;;;
SI10073266;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075474;16.12.2025;Warenlieferung;2471,01;EUR;;;
SI10073267;Rechnung;801353;FOKUSTECHNIK KG;C-DOM;16.12.2025;16.12.2025;DN10075473;16.12.2025;Warenlieferung;5700,72;EUR;;;
SI10073268;Rechnung;800159;HANSEBAUSTOFFE GMBH;C-DOM;16.12.2025;16.12.2025;DN10075472;16.12.2025;Warenlieferung;5654,88;EUR;;;
SI10073269;Rechnung;800177;;;16.12.2025;16.12.2025;DN10075471;16.12.2025;Warenlieferung;2831,30;EUR;;;
SI10073270;Rechnung;800291;ALPEN TECHNIK;C-DOM;16.12.2025;16.12.2025;DN10075470;16.12.2025;Warenlieferung;7791,74;EUR;;;
SI10073271;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN10075469;16.12.2025;Warenlieferung;8022,65;EUR;;;
SI10073272;Rechnung;800291;ALPEN TECHNIK;C-DOM;16.12.2025;16.12.2025;DN10075468;16.12.2025;Warenlieferung;3289,68;EUR;;;
SI10073273;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;16.12.2025;16.12.2025;DN10075467;16.12.2025;Warenlieferung;7329,21;EUR;;;
SI10073274;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075466;16.12.2025;Warenlieferung;6292,23;EUR;;;
SI10073275;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075465;16.12.2025;Warenlieferung;4449,10;EUR;;;
SI10073276;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075464;16.12.2025;Warenlieferung;10068,83;EUR;;;
SI10073277;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075463;16.12.2025;Warenlieferung;6117,55;EUR;;;
SI10073278;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075462;16.12.2025;Warenlieferung;11321,18;EUR;;;
SI10073279;Rechnung;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;16.12.2025;16.12.2025;DN10075460;16.12.2025;Warenlieferung;2813,16;EUR;;;
SI10073280;Rechnung;800004;SÜD PANEELE KG;C-DOM;16.12.2025;16.12.2025;DN10075459;16.12.2025;Warenlieferung;11709,10;EUR;;;
SI10073281;Rechnung;800291;ALPEN TECHNIK;C-DOM;16.12.2025;16.12.2025;DN10075458;16.12.2025;Warenlieferung;9543,90;EUR;;;
SI10073282;Rechnung;800291;ALPEN TECHNIK;C-DOM;16.12.2025;16.12.2025;DN10075457;16.12.2025;Warenlieferung;4989,15;EUR;;;
SI10073332;Rechnung;802839;QUARZDÄMMTECHNIK AG;C-DOM;16.12.2025;16.12.2025;DN10075456;16.12.2025;Warenlieferung;4780,94;EUR;;;
SCN0004048;Gutschrift;803104;BOREALISBEDACHUNG GMBH;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-5087,48;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004049;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-10230,19;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004050;Gutschrift;800040;SOLIDHOCHBAU GMBH;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-354,07;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004051;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-12,85;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004052;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-245,47;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004053;Gutschrift;800004;SÜD PANEELE KG;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-993,29;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004055;Gutschrift;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-357,00;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004056;Gutschrift;800004;SÜD PANEELE KG;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-3327,10;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004057;Gutschrift;802445;HANSE INDUSTRIEBEDARF GMBH;C-DOM;17.12.2025;17.12.2025;;;Gutschrift;-2401,54;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SI10073283;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.12.2025;17.12.2025;DNP030826;17.12.2025;Warenlieferung;3438,51;EUR;;;
SI10073284;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;DN0215318;17.12.2025;Warenlieferung;16396,30;EUR;;;
SI10073285;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.12.2025;17.12.2025;DNP030822;17.12.2025;Warenlieferung;9168,19;EUR;;;
SI10073286;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;DNP030820;17.12.2025;Warenlieferung;4960,16;EUR;;;
SI10073287;Rechnung;803104;BOREALISBEDACHUNG GMBH;C-DOM;17.12.2025;17.12.2025;DN10075506;17.12.2025;Warenlieferung;1238,43;EUR;;;
SI10073288;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;DN10075503;17.12.2025;Warenlieferung;9813,79;EUR;;;
SI10073289;Rechnung;800989;ALLGÄUELEKTRO;C-DOM;17.12.2025;17.12.2025;WA25-27780;17.12.2025;Warenlieferung;0,00;EUR;;;
SI10073290;Rechnung;800989;ALLGÄUELEKTRO;C-DOM;17.12.2025;15.12.2025;WA25-41258;15.12.2025;Warenlieferung;0,00;EUR;;;
SI10073291;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.12.2025;14.12.2025;WA25-73231;14.12.2025;Warenlieferung;9531,04;EUR;;;
SI10073293;Rechnung;800002;POLARIS BAUBEDARF KG;C-DOM;17.12.2025;17.12.2025;WA25-75748;17.12.2025;Warenlieferung;12071,81;EUR;;;
SI10073294;Rechnung;800004;SÜD PANEELE KG;C-DOM;17.12.2025;14.12.2025;WA25-68167;14.12.2025;Warenlieferung;5460,10;EUR;;;
SCN0004058;Gutschrift;800291;ALPEN TECHNIK;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-16992,81;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004059;Gutschrift;800291;ALPEN TECHNIK;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-804,54;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004060;Gutschrift;802528;VEGA HOCHBAU GMBH;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-211,63;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004061;Gutschrift;802528;VEGA HOCHBAU GMBH;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-16464,34;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004062;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-53,12;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004063;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-1784,14;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004064;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-91,73;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004065;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-360,50;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004066;Gutschrift;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-156,79;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004067;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-1217,89;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004068;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-105,33;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004069;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-396,27;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004070;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-320,66;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004071;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-2991,95;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004072;Gutschrift;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;;;Gutschrift;-408,59;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SI10073295;Rechnung;800004;SÜD PANEELE KG;C-DOM;18.12.2025;18.12.2025;DN10075508;18.12.2025;Warenlieferung;357,00;EUR;;;
SCN0004073;Gutschrift;802300;ROBURHOCHBAU GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-363,43;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004074;Gutschrift;802236;ALPEN BETON GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-18874,44;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004075;Gutschrift;802236;ALPEN BETON GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-21603,88;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004076;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-1405,84;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004077;Gutschrift;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-2792,03;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004078;Gutschrift;800181;HANSE GEBÄUDETECHNIK GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-5465,47;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004079;Gutschrift;802773;BOREALIS ISOLIERTECHNIK GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-3838,65;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004080;Gutschrift;802269;ZENITKUNSTSTOFFE GMBH;C-DOM;19.12.2025;19.12.2025;;;Gutschrift;-161,72;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004081;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-2733,94;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004082;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-109,88;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004083;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-3718,87;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004084;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-209,92;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004085;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-574,77;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004086;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-209,92;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004087;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-415,83;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004088;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-295,60;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004089;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-426,97;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004090;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-186,35;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004091;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-362,00;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004092;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-250,61;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004093;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-17,14;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004094;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-330,58;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004095;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-37,13;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004096;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-1597,93;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004097;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-816,82;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004098;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-4021,18;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004099;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-1865,68;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004100;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-118,52;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004101;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-2554,34;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004102;Gutschrift;802839;QUARZDÄMMTECHNIK AG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-555,21;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004103;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-151,44;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004104;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-814,95;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004105;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-290,30;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004106;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-1718,56;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004107;Gutschrift;800004;SÜD PANEELE KG;C-DOM;22.12.2025;22.12.2025;;;Gutschrift;-10329,56;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SI10073296;Rechnung;800040;SOLIDHOCHBAU GMBH;C-DOM;22.12.2025;22.12.2025;WA25-12868;22.12.2025;Warenlieferung;2998,80;EUR;;;
SI10073297;Rechnung;800004;SÜD PANEELE KG;C-DOM;22.12.2025;20.12.2025;WA25-77074;20.12.2025;Warenlieferung;10155,95;EUR;;;
SCN0004108;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-60227,17;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004109;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;31.12.2025;31.12.2025;;;Storno/Neuberechnung;-4378,25;EUR;SI10070978;;Stornopaar mit SI10070978, erlösneutral, kein Warenausgang
SCN0004110;Gutschrift;800002;POLARIS BAUBEDARF KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-2103,77;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004111;Gutschrift;800026;ARGUS ESTRICH GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-661,58;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004112;Gutschrift;800498;ZENIT HOCHBAU KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-529,70;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004113;Gutschrift;800692;BASANIT PROFILE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-3226,53;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004114;Gutschrift;801026;ORION TIEFBAU GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-4017,06;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004115;Gutschrift;801178;ZENITCHEMIE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-12835,26;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004116;Gutschrift;801407;WESERBAUSTOFFE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-1102,55;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004117;Gutschrift;801856;ZENIT BAU GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-273,16;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004118;Gutschrift;802098;VEGA LOGISTIK GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-893,26;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004119;Gutschrift;802151;CERES PANEELE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-1765,40;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004120;Gutschrift;802179;PRIMUS SPEDITION GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-90,30;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004121;Gutschrift;802180;DELTAMONTAGE KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-164,29;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004122;Gutschrift;802210;SOLIDPANEELE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-140,36;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004123;Gutschrift;802241;QUARZBEDACHUNG GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-878,71;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004124;Gutschrift;802266;CERES TRANSPORT GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-740,28;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004125;Gutschrift;802417;ZENITCHEMIE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-6500,02;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004126;Gutschrift;802452;KORUNDANLAGENBAU GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-7098,96;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004127;Gutschrift;802474;TALUS PANEELE GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-414,27;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004128;Gutschrift;802559;ZENIT BEDACHUNG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-370,54;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004129;Gutschrift;802669;GRANITSYSTEME KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-550,71;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004130;Gutschrift;802724;KLINKER ZIEGEL GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-917,62;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004131;Gutschrift;803073;DELTAPLATTEN GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-141,37;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004132;Gutschrift;800143;SÜD GEBÄUDETECHNIK GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-27248,61;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004133;Gutschrift;800253;ELBTAL MONTAGE GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-19175,56;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004134;Gutschrift;800298;ARGUS GERÜSTBAU;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-6028,50;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004135;Gutschrift;800170;KOMPAKTPROFILE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-8060,11;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004137;Gutschrift;802460;FORMAFOLIEN GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-21203,50;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004138;Gutschrift;802094;KLINKER ELEKTRO GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-846189,79;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004139;Gutschrift;801178;ZENITCHEMIE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-912,24;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004140;Gutschrift;802417;ZENITCHEMIE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-934,48;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004141;Gutschrift;800238;TERRA SYSTEME;C-DOM;31.12.2025;31.12.2025;;;Storno/Neuberechnung;-2076,37;EUR;SI10073304;;Stornopaar mit SI10073304, erlösneutral, kein Warenausgang
SCN0004142;Gutschrift;800086;BOREASLOGISTIK GMBH;C-IC-DOM;31.12.2025;31.12.2025;;;Storno/Neuberechnung;-4743,53;EUR;SI10074062;;Stornopaar mit SI10074062, erlösneutral, kein Warenausgang
SCN0004143;Gutschrift;802477;FORMAZIEGEL GMBH;C-DOM;31.12.2025;31.12.2025;;;Storno/Neuberechnung;-85742,75;EUR;SI10073305;;Stornopaar mit SI10073305, erlösneutral, kein Warenausgang
SCN0004144;Gutschrift;800238;TERRA SYSTEME;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-2076,37;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004145;Gutschrift;802477;FORMAZIEGEL GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-85742,75;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004146;Gutschrift;802773;BOREALIS ISOLIERTECHNIK GMBH;C-DOM;31.12.2025;31.12.2025;;;Storno/Neuberechnung;-86494,51;EUR;SI10073307;;Stornopaar mit SI10073307, erlösneutral, kein Warenausgang
SCN0004147;Gutschrift;800056;FORMA PROFILE GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-1612,01;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004148;Gutschrift;800040;SOLIDHOCHBAU GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-2249,10;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004149;Gutschrift;800055;ALLGÄURECYCLING;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-21875,47;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004150;Gutschrift;801547;HANSEZIEGEL GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-2044,38;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004151;Gutschrift;800093;KOMPAKT PLATTEN GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-3634,28;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004152;Gutschrift;801465;KOMPAKT PLATTEN GMBH;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-977,92;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004153;Gutschrift;800171;PRIMUS DÄMMTECHNIK KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-32297,15;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
SCN0004154;Gutschrift;800165;VEGA ZIEGEL GMBH & CO. KG;C-DOM;31.12.2025;31.12.2025;;;Gutschrift;-20153,36;EUR;;;Preis-/Mengenkorrektur bzw. Vergütung
