WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
DN0214545;09.12.2025;SI10072857;800238;TERRA SYSTEME;3812,76;Werk Musterstadt
DN10075205;09.12.2025;SI10072858;800291;ALPEN TECHNIK;8212,43;Werk Musterstadt
DN10075204;09.12.2025;SI10072859;803139;FORMA HANDEL KG;2474,01;Werk Musterstadt
DN0214817;10.12.2025;SI10072860;800004;SÜD PANEELE KG;885,50;Werk Musterstadt
DN0214816;10.12.2025;SI10072861;803010;;114,24;Werk Musterstadt
DN0214809;10.12.2025;SI10072862;802171;;3862,45;Werk Musterstadt
DN0214808;10.12.2025;SI10072863;801449;TAUNUSBETON;9781,80;Werk Musterstadt
DN0214807;10.12.2025;SI10072864;803010;;433,59;Werk Musterstadt
DN0214806;10.12.2025;SI10072865;800630;FORMA FOLIEN GMBH;1522,96;Werk Musterstadt
DN0214804;10.12.2025;SI10072866;800630;FORMA FOLIEN GMBH;8092,48;Werk Musterstadt
DN0214803;10.12.2025;SI10072867;801071;FORMA PLATTEN GMBH;701,72;Werk Musterstadt
DN0214802;10.12.2025;SI10072868;800062;HARZ ANLAGENBAU GMBH;5655,74;Werk Musterstadt
DN0214801;10.12.2025;SI10072869;801401;WEST GERÜSTBAU SA;8169,12;Werk Musterstadt
DN0214797;10.12.2025;SI10072870;801900;CERESELEKTRO;9896,75;Werk Musterstadt
DN0214762;10.12.2025;SI10072871;800313;ROBURRECYCLING GMBH;6037,87;Werk Musterstadt
DN0214754;10.12.2025;SI10072872;800190;WEST GEBÄUDETECHNIK GMBH;4445,51;Werk Musterstadt
DN0214753;10.12.2025;SI10072873;800004;SÜD PANEELE KG;10178,78;Werk Musterstadt
DN0214752;10.12.2025;SI10072874;800002;POLARIS BAUBEDARF KG;20276,89;Werk Musterstadt
DN0214751;10.12.2025;SI10072875;800002;POLARIS BAUBEDARF KG;3415,78;Werk Musterstadt
DN0214746;10.12.2025;SI10072876;800002;POLARIS BAUBEDARF KG;3507,23;Werk Musterstadt
DN0214744;10.12.2025;SI10072877;800002;POLARIS BAUBEDARF KG;7002,41;Werk Musterstadt
DN0214743;10.12.2025;SI10072878;800002;POLARIS BAUBEDARF KG;3748,50;Werk Musterstadt
DN0214740;10.12.2025;SI10072879;800002;POLARIS BAUBEDARF KG;3847,89;Werk Musterstadt
DN0214739;10.12.2025;SI10072880;800002;POLARIS BAUBEDARF KG;539,78;Werk Musterstadt
DN0214738;10.12.2025;SI10072881;800002;POLARIS BAUBEDARF KG;4086,03;Werk Musterstadt
DN0214730;10.12.2025;SI10072882;800002;POLARIS BAUBEDARF KG;2495,00;Werk Musterstadt
DN0214729;10.12.2025;SI10072883;800002;POLARIS BAUBEDARF KG;4586,56;Werk Musterstadt
DN0214728;10.12.2025;SI10072884;800004;SÜD PANEELE KG;9276,79;Werk Musterstadt
DN0214727;10.12.2025;SI10072885;800002;POLARIS BAUBEDARF KG;11975,21;Werk Musterstadt
DN0214715;10.12.2025;SI10072886;800291;ALPEN TECHNIK;3504,17;Werk Musterstadt
DN0214703;10.12.2025;SI10072887;800291;ALPEN TECHNIK;3814,47;Werk Musterstadt
DN0214702;10.12.2025;SI10072888;800291;ALPEN TECHNIK;5868,87;Werk Musterstadt
DN0214701;10.12.2025;SI10072889;800004;SÜD PANEELE KG;12400,75;Werk Musterstadt
DN0214700;10.12.2025;SI10072890;800004;SÜD PANEELE KG;3387,93;Werk Musterstadt
DN0214699;10.12.2025;SI10072891;800004;SÜD PANEELE KG;617,81;Werk Musterstadt
DN0214697;10.12.2025;SI10072892;800004;SÜD PANEELE KG;7048,61;Werk Musterstadt
DN0214687;10.12.2025;SI10072893;800004;SÜD PANEELE KG;747,13;Werk Musterstadt
DN0214683;10.12.2025;SI10072894;800004;SÜD PANEELE KG;2570,40;Werk Musterstadt
DN0214672;10.12.2025;SI10072895;800004;SÜD PANEELE KG;8459,61;Werk Musterstadt
DN0214671;10.12.2025;SI10072896;800004;SÜD PANEELE KG;4784,23;Werk Musterstadt
DN0214670;10.12.2025;SI10072897;800004;SÜD PANEELE KG;5118,67;Werk Musterstadt
DN10075282;10.12.2025;SI10072898;800004;SÜD PANEELE KG;9303,13;Werk Musterstadt
DN10075281;10.12.2025;SI10072899;800004;SÜD PANEELE KG;9630,43;Werk Musterstadt
DN10075280;10.12.2025;SI10072900;800004;SÜD PANEELE KG;9344,07;Werk Musterstadt
DN10075279;10.12.2025;SI10072901;800004;SÜD PANEELE KG;432,68;Werk Musterstadt
DN10075278;10.12.2025;SI10072902;800004;SÜD PANEELE KG;3105,90;Werk Musterstadt
DN10075277;10.12.2025;SI10072903;800004;SÜD PANEELE KG;0,00;Werk Musterstadt
DN10075276;10.12.2025;SI10072904;800004;SÜD PANEELE KG;2473,15;Werk Musterstadt
DN10075275;10.12.2025;SI10072905;800004;SÜD PANEELE KG;8852,24;Werk Musterstadt
DN10075274;10.12.2025;SI10072906;800004;SÜD PANEELE KG;3279,19;Werk Musterstadt
DN10075273;10.12.2025;SI10072907;800004;SÜD PANEELE KG;7333,78;Werk Musterstadt
DN10075272;10.12.2025;SI10072908;800004;SÜD PANEELE KG;3432,13;Werk Musterstadt
DN10075271;10.12.2025;SI10072909;800004;SÜD PANEELE KG;5541,57;Werk Musterstadt
DN10075270;10.12.2025;SI10072910;800004;SÜD PANEELE KG;5707,36;Werk Musterstadt
DN10075269;10.12.2025;SI10072911;800004;SÜD PANEELE KG;3958,42;Werk Musterstadt
DN10075268;10.12.2025;SI10072912;800004;SÜD PANEELE KG;3268,68;Werk Musterstadt
DN10075267;10.12.2025;SI10072913;800004;SÜD PANEELE KG;2379,05;Werk Musterstadt
DN10075266;10.12.2025;SI10072914;800004;SÜD PANEELE KG;1927,93;Werk Musterstadt
DN10075263;10.12.2025;SI10072915;800181;HANSE GEBÄUDETECHNIK GMBH;3462,90;Werk Musterstadt
DN10075262;10.12.2025;SI10072916;800181;HANSE GEBÄUDETECHNIK GMBH;4469,64;Werk Musterstadt
DN10075261;10.12.2025;SI10072917;800181;HANSE GEBÄUDETECHNIK GMBH;2621,81;Werk Musterstadt
DN10075260;10.12.2025;SI10072918;803139;FORMA HANDEL KG;1973,32;Werk Musterstadt
DN10075259;10.12.2025;SI10072919;801948;MAIN TECHNIK;4718,18;Werk Musterstadt
DN10075258;10.12.2025;SI10072920;801317;BOREAS PLATTEN GMBH;4712,40;Werk Musterstadt
DN10075257;10.12.2025;SI10072921;802839;QUARZDÄMMTECHNIK AG;5225,41;Werk Musterstadt
DN10075256;10.12.2025;SI10072922;801948;MAIN TECHNIK;2369,91;Werk Musterstadt
DN10075255;10.12.2025;SI10072923;801684;PYRIT INDUSTRIEBAU;2474,01;Werk Musterstadt
DN10075254;10.12.2025;SI10072924;802532;WESTWERKZEUGE GMBH & CO. KG;4370,66;Werk Musterstadt
DN10075253;10.12.2025;SI10072925;800177;;2033,12;Werk Musterstadt
DN10075252;10.12.2025;SI10072926;801678;NOVARECYCLING;350,43;Werk Musterstadt
DN10075251;10.12.2025;SI10072927;800247;KIESEL AKUSTIKBAU;10551,92;Werk Musterstadt
DN10075250;10.12.2025;SI10072928;800002;POLARIS BAUBEDARF KG;5116,24;Werk Musterstadt
DN0214928;11.12.2025;SI10072929;801071;FORMA PLATTEN GMBH;698,29;Werk Musterstadt
DN0214885;11.12.2025;SI10072930;801314;KOMPAKT LOGISTIK GMBH;2192,69;Werk Musterstadt
DN0214884;11.12.2025;SI10072931;800630;FORMA FOLIEN GMBH;2827,87;Werk Musterstadt
DN0214883;11.12.2025;SI10072932;800186;KORUND ELEKTRO GMBH;7179,31;Werk Musterstadt
DN0214882;11.12.2025;SI10072933;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11707,32;Werk Musterstadt
DN0214878;11.12.2025;SI10072934;800050;KORUND LOGISTIK;2342,28;Werk Musterstadt
DN0214877;11.12.2025;SI10072935;801849;CERESMASCHINEN GMBH;3271,26;Werk Musterstadt
DN0214876;11.12.2025;SI10072936;800062;HARZ ANLAGENBAU GMBH;803,25;Werk Musterstadt
DN0214857;11.12.2025;SI10072937;800062;HARZ ANLAGENBAU GMBH;378,71;Werk Musterstadt
DN0214845;11.12.2025;SI10072938;803145;HARZESTRICH GMBH;21947,65;Werk Musterstadt
DN0214835;11.12.2025;SI10072939;800181;HANSE GEBÄUDETECHNIK GMBH;2670,36;Werk Musterstadt
DN0214832;11.12.2025;SI10072940;800181;HANSE GEBÄUDETECHNIK GMBH;1055,58;Werk Musterstadt
DN0214831;11.12.2025;SI10072941;800181;HANSE GEBÄUDETECHNIK GMBH;2261,95;Werk Musterstadt
DNP030719;11.12.2025;SI10072942;800181;HANSE GEBÄUDETECHNIK GMBH;2391,90;Werk Musterstadt
DNP030717;11.12.2025;SI10072943;800181;HANSE GEBÄUDETECHNIK GMBH;1130,98;Werk Musterstadt
DNP030715;11.12.2025;SI10072944;800002;POLARIS BAUBEDARF KG;8328,10;Werk Musterstadt
DN10075343;11.12.2025;SI10072945;800002;POLARIS BAUBEDARF KG;4455,36;Werk Musterstadt
DN10075342;11.12.2025;SI10072946;800002;POLARIS BAUBEDARF KG;9808,58;Werk Musterstadt
DN10075341;11.12.2025;SI10072947;800002;POLARIS BAUBEDARF KG;5690,97;Werk Musterstadt
DN10075340;11.12.2025;SI10072948;800002;POLARIS BAUBEDARF KG;5626,82;Werk Musterstadt
DN10075338;11.12.2025;SI10072949;800002;POLARIS BAUBEDARF KG;7282,80;Werk Musterstadt
DN10075337;11.12.2025;SI10072950;800002;POLARIS BAUBEDARF KG;2634,66;Werk Musterstadt
DN10075336;11.12.2025;SI10072951;800002;POLARIS BAUBEDARF KG;9717,83;Werk Musterstadt
DN10075335;11.12.2025;SI10072952;800002;POLARIS BAUBEDARF KG;3204,06;Werk Musterstadt
DN10075334;11.12.2025;SI10072953;800291;ALPEN TECHNIK;11113,12;Werk Musterstadt
DN10075333;11.12.2025;SI10072954;800291;ALPEN TECHNIK;2792,74;Werk Musterstadt
DN10075332;11.12.2025;SI10072955;800291;ALPEN TECHNIK;2770,03;Werk Musterstadt
DN10075331;11.12.2025;SI10072956;800291;ALPEN TECHNIK;10401,55;Werk Musterstadt
DN10075330;11.12.2025;SI10072957;800291;ALPEN TECHNIK;2724,62;Werk Musterstadt
DN10075329;11.12.2025;SI10072958;800291;ALPEN TECHNIK;2770,03;Werk Musterstadt
DN10075328;11.12.2025;SI10072959;800291;ALPEN TECHNIK;2860,86;Werk Musterstadt
DN10075327;11.12.2025;SI10072960;800291;ALPEN TECHNIK;2767,46;Werk Musterstadt
DN10075326;11.12.2025;SI10072961;800291;ALPEN TECHNIK;3266,98;Werk Musterstadt
DN10075325;11.12.2025;SI10072962;800291;ALPEN TECHNIK;5847,66;Werk Musterstadt
DN10075324;11.12.2025;SI10072963;800291;ALPEN TECHNIK;2790,17;Werk Musterstadt
DN10075323;11.12.2025;SI10072964;800291;ALPEN TECHNIK;8627,06;Werk Musterstadt
DN10075322;11.12.2025;SI10072965;800291;ALPEN TECHNIK;2747,33;Werk Musterstadt
DN10075321;11.12.2025;SI10072966;800291;ALPEN TECHNIK;2767,46;Werk Musterstadt
DN10075320;11.12.2025;SI10072967;800291;ALPEN TECHNIK;3245,56;Werk Musterstadt
DN10075319;11.12.2025;SI10072968;800291;ALPEN TECHNIK;2770,03;Werk Musterstadt
DN10075318;11.12.2025;SI10072969;800291;ALPEN TECHNIK;5494,66;Werk Musterstadt
DN10075317;11.12.2025;SI10072970;800291;ALPEN TECHNIK;2356,20;Werk Musterstadt
DN10075316;11.12.2025;SI10072971;800291;ALPEN TECHNIK;3898,44;Werk Musterstadt
DN10075315;11.12.2025;SI10072972;800291;ALPEN TECHNIK;3632,83;Werk Musterstadt
DN10075314;11.12.2025;SI10072973;800291;ALPEN TECHNIK;2812,87;Werk Musterstadt
DN10075313;11.12.2025;SI10072974;800291;ALPEN TECHNIK;2792,74;Werk Musterstadt
DN10075312;11.12.2025;SI10072975;800291;ALPEN TECHNIK;1987,78;Werk Musterstadt
DN10075311;11.12.2025;SI10072976;800291;ALPEN TECHNIK;1128,83;Werk Musterstadt
DN10075310;11.12.2025;SI10072977;800004;SÜD PANEELE KG;6718,03;Werk Musterstadt
DN10075309;11.12.2025;SI10072978;800004;SÜD PANEELE KG;5637,74;Werk Musterstadt
DN10075308;11.12.2025;SI10072979;800004;SÜD PANEELE KG;10070,97;Werk Musterstadt
DN10075307;11.12.2025;SI10072980;800004;SÜD PANEELE KG;6574,65;Werk Musterstadt
DN10075306;11.12.2025;SI10072981;800004;SÜD PANEELE KG;10132,84;Werk Musterstadt
DN10075305;11.12.2025;SI10072982;800004;SÜD PANEELE KG;2215,36;Werk Musterstadt
DN10075304;11.12.2025;SI10072983;800004;SÜD PANEELE KG;6554,52;Werk Musterstadt
DN10075303;11.12.2025;SI10072984;800004;SÜD PANEELE KG;3540,01;Werk Musterstadt
DN10075302;11.12.2025;SI10072985;800004;SÜD PANEELE KG;5984,75;Werk Musterstadt
DN10075301;11.12.2025;SI10072986;800004;SÜD PANEELE KG;3408,78;Werk Musterstadt
DN10075300;11.12.2025;SI10072987;800004;SÜD PANEELE KG;2752,90;Werk Musterstadt
DN10075299;11.12.2025;SI10072988;800004;SÜD PANEELE KG;10201,70;Werk Musterstadt
DN10075298;11.12.2025;SI10072989;800004;SÜD PANEELE KG;4291,76;Werk Musterstadt
DN10075297;11.12.2025;SI10072990;800004;SÜD PANEELE KG;4015,54;Werk Musterstadt
DN10075296;11.12.2025;SI10072991;800004;SÜD PANEELE KG;5775,19;Werk Musterstadt
DN10075295;11.12.2025;SI10072992;800004;SÜD PANEELE KG;5740,13;Werk Musterstadt
DN10075294;11.12.2025;SI10072993;800004;SÜD PANEELE KG;2771,75;Werk Musterstadt
DN10075293;11.12.2025;SI10072994;802839;QUARZDÄMMTECHNIK AG;10487,23;Werk Musterstadt
DN10075292;11.12.2025;SI10072996;801948;MAIN TECHNIK;14296,66;Werk Musterstadt
DN10075291;11.12.2025;SI10072997;801948;MAIN TECHNIK;5783,40;Werk Musterstadt
DN10075290;11.12.2025;SI10072998;800238;TERRA SYSTEME;5037,98;Werk Musterstadt
DN10075289;11.12.2025;SI10072999;800246;ARGUS HANDEL GMBH;10529,86;Werk Musterstadt
DN10075288;11.12.2025;SI10073000;802328;NORDANLAGENBAU;8782,20;Werk Musterstadt
DN10075287;11.12.2025;SI10073001;800004;SÜD PANEELE KG;7680,96;Werk Musterstadt
DN10075286;11.12.2025;SI10073002;800004;SÜD PANEELE KG;3960,68;Werk Musterstadt
DN10075249;10.12.2025;SI10073331;802839;QUARZDÄMMTECHNIK AG;11064,43;Werk Musterstadt
DN0215040;12.12.2025;SI10073003;800181;HANSE GEBÄUDETECHNIK GMBH;2250,39;Werk Musterstadt
DN0215039;12.12.2025;SI10073004;800181;HANSE GEBÄUDETECHNIK GMBH;479,81;Werk Musterstadt
DN0215038;12.12.2025;SI10073005;800181;HANSE GEBÄUDETECHNIK GMBH;2796,60;Werk Musterstadt
DN0215037;12.12.2025;SI10073006;800181;HANSE GEBÄUDETECHNIK GMBH;187,43;Werk Musterstadt
DN0215036;12.12.2025;SI10073007;800181;HANSE GEBÄUDETECHNIK GMBH;4043,88;Werk Musterstadt
DN0215032;12.12.2025;SI10073008;801449;TAUNUSBETON;1473,70;Werk Musterstadt
DN0215031;12.12.2025;SI10073009;802476;TERRATRANSPORT GMBH;3235,42;Werk Musterstadt
DN0215023;12.12.2025;SI10073010;800078;KLINKERMETALL E.K.;4799,72;Werk Musterstadt
DN0214844;12.12.2025;SI10073011;801314;KOMPAKT LOGISTIK GMBH;2974,95;Werk Musterstadt
DN0215022;12.12.2025;SI10073012;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11707,32;Werk Musterstadt
DN0215021;12.12.2025;SI10073013;801839;MAIN FOLIEN GMBH;3048,49;Werk Musterstadt
DN0214968;12.12.2025;SI10073014;800630;FORMA FOLIEN GMBH;4434,15;Werk Musterstadt
DNP030748;12.12.2025;SI10073015;800186;KORUND ELEKTRO GMBH;4120,07;Werk Musterstadt
DNP030746;12.12.2025;SI10073016;801435;ALLGÄU INDUSTRIEBEDARF GMBH & CO. KG;11709,97;Werk Musterstadt
DN10075397;12.12.2025;SI10073017;801071;FORMA PLATTEN GMBH;8430,91;Werk Musterstadt
DN10075396;12.12.2025;SI10073018;800004;SÜD PANEELE KG;721,96;Werk Musterstadt
DN10075395;12.12.2025;SI10073019;800004;SÜD PANEELE KG;1720,99;Werk Musterstadt
DN10075394;12.12.2025;SI10073020;800004;SÜD PANEELE KG;8089,62;Werk Musterstadt
DN10075393;12.12.2025;SI10073021;800004;SÜD PANEELE KG;4030,86;Werk Musterstadt
DN10075392;12.12.2025;SI10073022;800004;SÜD PANEELE KG;6341,81;Werk Musterstadt
DN10075391;12.12.2025;SI10073023;800004;SÜD PANEELE KG;5720,21;Werk Musterstadt
DN10075390;12.12.2025;SI10073024;800004;SÜD PANEELE KG;3401,50;Werk Musterstadt
DN10075389;12.12.2025;SI10073025;800004;SÜD PANEELE KG;2870,28;Werk Musterstadt
DN10075388;12.12.2025;SI10073026;800004;SÜD PANEELE KG;2232,99;Werk Musterstadt
DN10075387;12.12.2025;SI10073027;800004;SÜD PANEELE KG;1268,49;Werk Musterstadt
DN10075386;12.12.2025;SI10073028;800004;SÜD PANEELE KG;3141,62;Werk Musterstadt
DN10075385;12.12.2025;SI10073029;800004;SÜD PANEELE KG;2812,87;Werk Musterstadt
DN10075384;12.12.2025;SI10073030;800004;SÜD PANEELE KG;2885,27;Werk Musterstadt
DN10075383;12.12.2025;SI10073031;800004;SÜD PANEELE KG;3371,82;Werk Musterstadt
DN10075382;12.12.2025;SI10073032;800004;SÜD PANEELE KG;8867,88;Werk Musterstadt
DN10075381;12.12.2025;SI10073033;800004;SÜD PANEELE KG;3323,31;Werk Musterstadt
DN10075380;12.12.2025;SI10073034;800004;SÜD PANEELE KG;2173,27;Werk Musterstadt
DN10075378;12.12.2025;SI10073035;800004;SÜD PANEELE KG;2077,74;Werk Musterstadt
DN10075377;12.12.2025;SI10073036;800004;SÜD PANEELE KG;3757,71;Werk Musterstadt
DN10075375;12.12.2025;SI10073037;800004;SÜD PANEELE KG;2647,51;Werk Musterstadt
DN10075374;12.12.2025;SI10073038;800004;SÜD PANEELE KG;4995,14;Werk Musterstadt
DN10075373;12.12.2025;SI10073039;800004;SÜD PANEELE KG;4035,96;Werk Musterstadt
DN10075372;12.12.2025;SI10073040;800004;SÜD PANEELE KG;9962,44;Werk Musterstadt
DN10075371;12.12.2025;SI10073041;800004;SÜD PANEELE KG;9047,81;Werk Musterstadt
DN10075370;12.12.2025;SI10073042;800002;POLARIS BAUBEDARF KG;4998,42;Werk Musterstadt
DN10075369;12.12.2025;SI10073043;800002;POLARIS BAUBEDARF KG;3918,36;Werk Musterstadt
DN10075368;12.12.2025;SI10073044;800002;POLARIS BAUBEDARF KG;3786,97;Werk Musterstadt
DN10075367;12.12.2025;SI10073045;800002;POLARIS BAUBEDARF KG;6797,29;Werk Musterstadt
DN10075366;12.12.2025;SI10073046;800002;POLARIS BAUBEDARF KG;5723,42;Werk Musterstadt
DN10075365;12.12.2025;SI10073047;800002;POLARIS BAUBEDARF KG;5798,82;Werk Musterstadt
DN10075364;12.12.2025;SI10073048;800002;POLARIS BAUBEDARF KG;11104,13;Werk Musterstadt
DN10075363;12.12.2025;SI10073049;800002;POLARIS BAUBEDARF KG;5847,66;Werk Musterstadt
DN10075362;12.12.2025;SI10073050;800002;POLARIS BAUBEDARF KG;9808,65;Werk Musterstadt
DN10075361;12.12.2025;SI10073051;800002;POLARIS BAUBEDARF KG;8746,50;Werk Musterstadt
DN10075360;12.12.2025;SI10073052;800002;POLARIS BAUBEDARF KG;10975,61;Werk Musterstadt
DN10075359;12.12.2025;SI10073053;800002;POLARIS BAUBEDARF KG;1457,42;Werk Musterstadt
DN10075358;12.12.2025;SI10073054;800291;ALPEN TECHNIK;3144,24;Werk Musterstadt
DN10075357;12.12.2025;SI10073055;800291;ALPEN TECHNIK;3167,38;Werk Musterstadt
DN10075356;12.12.2025;SI10073056;800291;ALPEN TECHNIK;9801,79;Werk Musterstadt
DN10075354;12.12.2025;SI10073057;800291;ALPEN TECHNIK;2989,52;Werk Musterstadt
DN10075353;12.12.2025;SI10073058;800291;ALPEN TECHNIK;4693,55;Werk Musterstadt
DN10075352;12.12.2025;SI10073059;800291;ALPEN TECHNIK;3769,06;Werk Musterstadt
DN10075351;12.12.2025;SI10073060;800291;ALPEN TECHNIK;6875,82;Werk Musterstadt
DN10075350;12.12.2025;SI10073061;800291;ALPEN TECHNIK;3221,57;Werk Musterstadt
DN10075349;12.12.2025;SI10073062;800291;ALPEN TECHNIK;2767,46;Werk Musterstadt
DN10075348;12.12.2025;SI10073063;801037;SILVA INDUSTRIEBEDARF GMBH;12184,77;Werk Musterstadt
DN10075347;12.12.2025;SI10073065;801948;MAIN TECHNIK;2287,66;Werk Musterstadt
DN10075346;12.12.2025;SI10073066;800159;HANSEBAUSTOFFE GMBH;4347,62;Werk Musterstadt
DN10075248;10.12.2025;SI10073067;801948;MAIN TECHNIK;2669,65;Werk Musterstadt
DN10075247;10.12.2025;SI10073068;800210;BASALTTIEFBAU GMBH & CO. KG;2213,69;Werk Musterstadt
DN10075246;10.12.2025;SI10073330;802839;QUARZDÄMMTECHNIK AG;11295,48;Werk Musterstadt
DN0215182;15.12.2025;SI10073069;802445;HANSE INDUSTRIEBEDARF GMBH;10860,01;Werk Musterstadt
DN0215181;15.12.2025;SI10073070;800040;SOLIDHOCHBAU GMBH;4305,42;Werk Musterstadt
DN0215163;15.12.2025;SI10073071;800062;HARZ ANLAGENBAU GMBH;7117,44;Werk Musterstadt
DN0215157;15.12.2025;SI10073072;800630;FORMA FOLIEN GMBH;2125,29;Werk Musterstadt
DN0215156;15.12.2025;SI10073073;800630;FORMA FOLIEN GMBH;4393,67;Werk Musterstadt
DN0215155;15.12.2025;SI10073074;801449;TAUNUSBETON;13776,63;Werk Musterstadt
DN0215149;15.12.2025;SI10073075;801449;TAUNUSBETON;11152,68;Werk Musterstadt
DN0215148;15.12.2025;SI10073076;800181;HANSE GEBÄUDETECHNIK GMBH;5772,69;Werk Musterstadt
DN0215138;15.12.2025;SI10073077;800181;HANSE GEBÄUDETECHNIK GMBH;936,77;Werk Musterstadt
DN0215137;15.12.2025;SI10073078;800181;HANSE GEBÄUDETECHNIK GMBH;1541,76;Werk Musterstadt
DN0215136;15.12.2025;SI10073079;800181;HANSE GEBÄUDETECHNIK GMBH;1873,54;Werk Musterstadt
DN0215135;15.12.2025;SI10073080;800181;HANSE GEBÄUDETECHNIK GMBH;2261,95;Werk Musterstadt
DN0215134;15.12.2025;SI10073081;800181;HANSE GEBÄUDETECHNIK GMBH;2621,81;Werk Musterstadt
DN0215129;15.12.2025;SI10073082;800181;HANSE GEBÄUDETECHNIK GMBH;4915,89;Werk Musterstadt
DN0215109;15.12.2025;SI10073083;800002;POLARIS BAUBEDARF KG;2788,88;Werk Musterstadt
DN0215108;15.12.2025;SI10073084;800002;POLARIS BAUBEDARF KG;3840,56;Werk Musterstadt
DN0215107;15.12.2025;SI10073085;800002;POLARIS BAUBEDARF KG;6532,03;Werk Musterstadt
DN0215106;15.12.2025;SI10073086;800002;POLARIS BAUBEDARF KG;5440,68;Werk Musterstadt
DN0215105;15.12.2025;SI10073087;800002;POLARIS BAUBEDARF KG;3675,67;Werk Musterstadt
DN0215104;15.12.2025;SI10073088;800002;POLARIS BAUBEDARF KG;2848,32;Werk Musterstadt
DN0215103;15.12.2025;SI10073089;800002;POLARIS BAUBEDARF KG;6814,34;Werk Musterstadt
DN0215094;15.12.2025;SI10073090;800291;ALPEN TECHNIK;10422,12;Werk Musterstadt
DN0215093;15.12.2025;SI10073091;800291;ALPEN TECHNIK;8819,91;Werk Musterstadt
DN0215084;15.12.2025;SI10073092;800291;ALPEN TECHNIK;4995,14;Werk Musterstadt
DN0215083;15.12.2025;SI10073093;800004;SÜD PANEELE KG;10432,97;Werk Musterstadt
DN0215082;15.12.2025;SI10073094;800004;SÜD PANEELE KG;10432,97;Werk Musterstadt
DN0215077;15.12.2025;SI10073095;800004;SÜD PANEELE KG;17342,17;Werk Musterstadt
DN0215076;15.12.2025;SI10073096;800004;SÜD PANEELE KG;5047,98;Werk Musterstadt
DN0215075;15.12.2025;SI10073097;800004;SÜD PANEELE KG;7554,83;Werk Musterstadt
DN0215074;15.12.2025;SI10073098;800004;SÜD PANEELE KG;2410,39;Werk Musterstadt
DN0215073;15.12.2025;SI10073099;800004;SÜD PANEELE KG;4597,35;Werk Musterstadt
DN0215067;15.12.2025;SI10073100;800004;SÜD PANEELE KG;9543,90;Werk Musterstadt
DN0215066;15.12.2025;SI10073101;800004;SÜD PANEELE KG;10536,07;Werk Musterstadt
DN0215055;15.12.2025;SI10073102;800004;SÜD PANEELE KG;5526,36;Werk Musterstadt
DN0215054;15.12.2025;SI10073103;800004;SÜD PANEELE KG;8402,83;Werk Musterstadt
DN10075454;15.12.2025;SI10073104;800004;SÜD PANEELE KG;5301,45;Werk Musterstadt
DN10075452;15.12.2025;SI10073105;800004;SÜD PANEELE KG;4409,09;Werk Musterstadt
DN10075451;15.12.2025;SI10073106;800004;SÜD PANEELE KG;1835,05;Werk Musterstadt
DN10075450;15.12.2025;SI10073107;800004;SÜD PANEELE KG;3476,04;Werk Musterstadt
DN10075449;15.12.2025;SI10073108;800004;SÜD PANEELE KG;2389,40;Werk Musterstadt
DN10075448;15.12.2025;SI10073109;800004;SÜD PANEELE KG;4594,59;Werk Musterstadt
DN10075447;15.12.2025;SI10073110;800004;SÜD PANEELE KG;3718,08;Werk Musterstadt
DN10075446;15.12.2025;SI10073111;800004;SÜD PANEELE KG;8263,84;Werk Musterstadt
DN10075445;15.12.2025;SI10073112;800004;SÜD PANEELE KG;8537,14;Werk Musterstadt
DN10075444;15.12.2025;SI10073113;800004;SÜD PANEELE KG;1907,24;Werk Musterstadt
DN10075443;15.12.2025;SI10073114;800004;SÜD PANEELE KG;3117,90;Werk Musterstadt
DN10075442;15.12.2025;SI10073115;800004;SÜD PANEELE KG;11822,13;Werk Musterstadt
DN10075441;15.12.2025;SI10073116;800004;SÜD PANEELE KG;74,97;Werk Musterstadt
DN10075440;15.12.2025;SI10073117;800004;SÜD PANEELE KG;917,63;Werk Musterstadt
DN10075439;15.12.2025;SI10073118;800004;SÜD PANEELE KG;3611,76;Werk Musterstadt
DN10075438;15.12.2025;SI10073119;800004;SÜD PANEELE KG;11231,15;Werk Musterstadt
DN10075437;15.12.2025;SI10073120;800004;SÜD PANEELE KG;3932,71;Werk Musterstadt
DN10075436;15.12.2025;SI10073121;800004;SÜD PANEELE KG;2303,08;Werk Musterstadt
DN10075435;15.12.2025;SI10073122;800160;ATLAS SYSTEME GMBH;3085,91;Werk Musterstadt
DN10075434;15.12.2025;SI10073123;800211;FELDSPAT HOCHBAU GMBH & CO. KG;4080,19;Werk Musterstadt
DN10075433;15.12.2025;SI10073124;801839;MAIN FOLIEN GMBH;2551,55;Werk Musterstadt
DN10075431;15.12.2025;SI10073125;801286;PRIMUSLOGISTIK GMBH & CO. KG;4883,76;Werk Musterstadt
DN10075430;15.12.2025;SI10073126;801286;PRIMUSLOGISTIK GMBH & CO. KG;5665,16;Werk Musterstadt
DN10075429;15.12.2025;SI10073127;801839;MAIN FOLIEN GMBH;4693,88;Werk Musterstadt
DN10075428;15.12.2025;SI10073128;801839;MAIN FOLIEN GMBH;2430,31;Werk Musterstadt
